iter	Logloss
0	0.6450980149
1	0.5997051127
2	0.5584675587
3	0.5183916068
4	0.480882042
5	0.4458931939
6	0.413718612
7	0.3837012887
8	0.3552375246
9	0.3287560559
10	0.3058843433
11	0.2848496182
12	0.2634465165
13	0.2435940763
14	0.2271440848
15	0.2108828737
16	0.1961378032
17	0.1813237326
18	0.1682327233
19	0.1577820782
20	0.1464090959
21	0.1359359823
22	0.1263194389
23	0.1168863075
24	0.108169799
25	0.1001259184
26	0.09270957942
27	0.08649825461
28	0.08055468138
29	0.07474080589
30	0.06979575269
31	0.06523423753
32	0.06052149595
33	0.056547416
34	0.05285351897
35	0.04941504751
36	0.04622131888
37	0.0432602724
38	0.04034021132
39	0.03763206053
40	0.03511861544
41	0.03294951936
42	0.03082776364
43	0.02885084124
44	0.02698855495
45	0.02525023158
46	0.02370497955
47	0.02220572711
48	0.02079551896
49	0.01963069409
50	0.01841486231
51	0.01738314839
52	0.01641284168
53	0.01551328903
54	0.01460321577
55	0.01380711475
56	0.01305544262
57	0.01229770771
58	0.0115966887
59	0.01096067127
60	0.01034917729
61	0.009776159667
62	0.009238658258
63	0.008839229258
64	0.008457380666
65	0.00809687069
66	0.007656826266
67	0.007293612969
68	0.006949666256
69	0.006622968429
70	0.006313322871
71	0.006019704488
72	0.005707734546
73	0.005426273969
74	0.005162934271
75	0.004912244286
76	0.004674941409
77	0.004451240589
78	0.004241280002
79	0.004035106857
80	0.003841272277
81	0.00366216182
82	0.003518555861
83	0.003399736047
84	0.003284951292
85	0.003174590134
86	0.003035802014
87	0.002899374151
88	0.002789202493
89	0.002683696814
90	0.002584244936
91	0.002487321722
92	0.002394859832
93	0.002306258682
94	0.002207466432
95	0.00212169839
96	0.002037387492
97	0.001957038622
98	0.001880576768
99	0.001808068503
100	0.0017386283
101	0.001672613695
102	0.001606977443
103	0.001544782066
104	0.001485185747
105	0.001429796273
106	0.001377009255
107	0.001326453109
108	0.001294089807
109	0.001249190966
110	0.001206029827
111	0.001162920563
112	0.001121844335
113	0.001089813121
114	0.001058920543
115	0.001029084352
116	0.001000138202
117	0.0009721830245
118	0.000945160589
119	0.0009190456268
120	0.0008880589133
121	0.0008607815877
122	0.0008345904433
123	0.0008093472706
124	0.0007850811277
125	0.000761634212
126	0.0007390159236
127	0.0007172103043
128	0.0006963100944
129	0.0006761295174
130	0.0006566633015
131	0.0006371649733
132	0.0006182713973
133	0.0006182713389
134	0.0006001292764
135	0.0005833041796
136	0.0005833041483
137	0.0005833041483
138	0.0005833041483
139	0.0005671209745
140	0.000552727575
141	0.0005527274826
142	0.0005375626473
143	0.0005375626473
144	0.0005375626473
145	0.0005375626421
146	0.0005375626421
147	0.0005375626173
148	0.0005375626116
149	0.0005375626001
150	0.0005294060119
151	0.000529405999
152	0.0005294059761
153	0.0005214049617
154	0.0005214049492
155	0.0005214049263
156	0.0005214049197
157	0.0005214048986
158	0.0005080870192
159	0.0005080870192
160	0.0005080870131
161	0.0005080870131
162	0.0005080870131
163	0.0005080870131
164	0.0005080870131
165	0.0005080870131
166	0.0005080870131
167	0.0004952647362
168	0.0004952646815
169	0.0004821196961
170	0.0004693844435
171	0.0004581328602
172	0.0004581328512
173	0.0004462409136
174	0.0004376033161
175	0.0004376032954
176	0.0004376032846
177	0.000437603264
178	0.0004376032457
179	0.0004376031726
180	0.0004376031329
181	0.0004376031147
182	0.0004376030942
183	0.0004376030545
184	0.00042916592
185	0.0004209476062
186	0.0004129474761
187	0.0004051453955
188	0.0003975068969
189	0.0003975068969
190	0.0003975068969
191	0.0003975068969
192	0.00039005828
193	0.000390058269
194	0.000390058258
195	0.000390058258
196	0.000390058258
197	0.0003803501151
198	0.0003803500759
199	0.0003709505211
200	0.0003709505004
201	0.0003709504206
202	0.0003709504206
203	0.0003628075745
204	0.0003628075553
205	0.0003628075074
206	0.0003628075029
207	0.0003549502692
208	0.0003549501151
209	0.0003473060952
210	0.0003473059214
211	0.00033987259
212	0.000339872581
213	0.0003326549491
214	0.0003256476908
215	0.0003188309209
216	0.0003122143204
217	0.0003122142523
218	0.0003122141775
219	0.0003122141087
220	0.000312214015
221	0.0003122139402
222	0.0003122139028
223	0.000305757115
224	0.0003057570949
225	0.000299483002
226	0.0002994829305
227	0.0002934030238
228	0.0002934030054
229	0.0002934030054
230	0.0002874864048
231	0.000287486369
232	0.000281729912
233	0.0002817298761
234	0.0002757775854
235	0.0002757775809
236	0.0002757775444
237	0.0002757775329
238	0.0002757775283
239	0.0002757775168
240	0.0002757774804
241	0.0002757774343
242	0.0002757773881
243	0.0002757773836
244	0.0002757773471
245	0.0002757773107
246	0.0002757772678
247	0.0002699826072
248	0.0002699826072
249	0.0002699826072
250	0.0002643611764
251	0.0002643607471
252	0.0002643606758
253	0.0002643605317
254	0.0002643604916
255	0.0002592356219
256	0.0002592355823
257	0.0002542161184
258	0.0002493387397
259	0.0002445996966
260	0.0002399830409
261	0.0002399830053
262	0.0002356023724
263	0.0002356023523
264	0.0002315624551
265	0.0002315624196
266	0.0002276270688
267	0.0002234417527
268	0.0002234417155
269	0.0002193560881
270	0.0002193560656
271	0.0002193560202
272	0.0002154987838
273	0.0002154987643
274	0.0002154987597
275	0.0002116297853
276	0.0002078460987
277	0.000204098894
278	0.000204098894
279	0.0002017907292
280	0.0002017906946
281	0.0001995431069
282	0.0001973288277
283	0.0001973287933
284	0.0001973287752
285	0.000197328767
286	0.000195119631
287	0.0001951195969
288	0.0001951195627
289	0.000192945255
290	0.0001908000611
291	0.0001908000442
292	0.000187477547
293	0.0001874774778
294	0.0001874774386
295	0.0001874773656
296	0.0001874773489
297	0.0001874773055
298	0.0001874772663
299	0.0001874772228
300	0.0001874771794
301	0.0001874771445
302	0.0001842399041
303	0.0001842398826
304	0.0001842398654
305	0.0001842398481
306	0.0001842397821
307	0.0001842397161
308	0.000184239694
309	0.0001842396888
310	0.0001842396716
311	0.0001842396535
312	0.0001842395875
313	0.000184239571
314	0.000181081857
315	0.0001810818139
316	0.0001810817424
317	0.0001784889838
318	0.0001784889514
319	0.0001759459495
320	0.0001734955917
321	0.0001734955584
322	0.0001711052224
323	0.0001711052015
324	0.0001711051179
325	0.0001687111878
326	0.0001687110396
327	0.0001687110238
328	0.000168710897
329	0.0001687108638
330	0.0001663677552
331	0.0001640836054
332	0.0001618169421
333	0.000161816926
334	0.0001618168642
335	0.0001618168241
336	0.0001618167933
337	0.0001618167231
338	0.0001618166884
339	0.0001618165531
340	0.0001596001225
341	0.0001574399028
342	0.000157439842
343	0.0001574398268
344	0.0001574397966
345	0.0001574397767
346	0.0001574397452
347	0.0001574397138
348	0.0001574396939
349	0.0001553242975
350	0.0001553242371
